maxPlayerLevel;numberOfAttemptedLevels;attemptsOnTheHighestLevel;totalNumOfAttempts;averageNumOfTurnsPerCompletedLevel;doReturnOnLowerLevels;numberOfBoostersUsed;fractionOfUsefullBoosters;totalScore;totalBonusScore;totalStarsCount;numberOfDaysActuallyPlayed;last_lvl_completed;upd_totalNumOfAttempts;upd_averageNumOfTurnsPerCompletedLevel;upd_numberOfBoostersUsed;upd_totalScore;upd_totalBonusScore;upd_totalStarsCount;upd_numberOfDaysActuallyPlayed;upd_completed_levels;upd_start_level
5;6;1;6;10.5;0;1;1.0;1037000;1225;13;1;0.0;6.0;10.5;1.0;1037000.0;1225.0;13.0;1.0;5.0;0.0
25;8;1;9;22.0;0;6;0.6666666667;1545000;950;13;1;0.0;37.64065361022949;17.99904571533203;12.022400379180908;6079286.5;4340.849853515625;56.02448654174805;3.8157849311828613;7.0;18.0
35;2;1;11;30.0;0;3;0.0;241000;250;3;6;0.0;101.51667785644531;17.199546813964844;17.8781156539917;8202229.0;5458.80078125;69.88005065917969;14.10869026184082;1.0;34.0
58;59;13;125;20.7413793103;0;36;0.5555555556;11988000;8550;116;8;0.0;125.0;20.7413793103;36.0;11988000.0;8550.0;116.0;8.0;58.0;0.0
53;20;1;72;22.473684210500004;0;12;0.5;3742000;2975;39;11;0.0;144.04478454589844;19.737746040766655;28.84385871887207;12312110.0;8732.3876953125;113.34037017822266;16.67564582824707;19.0;34.0
44;7;14;33;22.0;1;9;0.3333333333;852000;700;12;3;0.0;159.86197662353516;19.42036637392911;31.66520881652832;11194844.0;7238.05419921875;102.26964569091797;12.613811492919922;6.0;38.0
79;25;18;112;20.2608695652;1;12;0.75;3580000;2600;37;10;0.0;264.66371154785156;19.81875718472613;37.691558837890625;18320566.0;11983.89453125;161.8733139038086;18.453584671020508;24.0;55.0
27;28;5;34;17.1481481481;0;9;1.0;8807000;5050;66;1;0.0;34.0;17.1481481481;9.0;8807000.0;5050.0;66.0;1.0;27.0;0.0
42;4;15;29;22.6666666667;0;2;0.0;516000;575;7;6;0.0;151.01177215576172;18.237842196512332;21.029499053955078;9065212.0;6296.201171875;80.20488739013672;16.143702507019043;3.0;39.0
49;7;4;12;20.8333333333;0;0;0.0;879000;950;12;1;0.0;141.30059814453125;18.33717887255202;19.53448486328125;11257874.0;7792.20751953125;98.13919830322266;10.517391204833984;6.0;43.0
5;6;1;6;8.0;0;1;1.0;960000;1150;14;1;0.0;6.0;8.0;1.0;960000.0;1150.0;14.0;1.0;5.0;0.0
16;4;3;12;7.0;1;1;0.0;536000;0;6;2;0.0;33.33323287963867;12.821891009807587;3.9168872833251953;3906430.75;2193.22802734375;31.540016174316406;4.22808575630188;3.0;13.0
37;7;7;94;27.714285714299997;0;2;0.0;1098000;875;11;11;0.0;185.91419982910156;18.30306210757454;14.233603477478027;8623866.5;5809.0458984375;71.08680725097656;19.79330539703369;6.0;31.0
86;60;10;252;22.118644067800002;0;24;0.75;15226000;10150;135;13;0.0;307.5816841125488;20.536827397903284;35.1730899810791;21968666.5;14769.7080078125;196.36099243164062;17.403368949890137;59.0;27.0
0;1;1;1;3.0;0;0;0.0;113000;250;0;1;0.0;1.0;3.0;0.0;113000.0;250.0;0.0;1.0;0.0;0.0
9;10;1;11;13.8888888889;0;2;1.0;2147000;2250;27;1;0.0;11.0;13.8888888889;2.0;2147000.0;2250.0;27.0;1.0;9.0;0.0
14;15;1;16;16.0666666667;0;5;1.0;3783000;2925;36;1;0.0;16.0;16.0666666667;5.0;3783000.0;2925.0;36.0;1.0;14.0;0.0
46;18;1;29;21.8235294118;0;11;0.9090909091;4269000;3000;40;2;0.0;76.7865104675293;18.990691806972112;20.90777015686035;12167887.0;8226.0244140625;107.34757232666016;5.703785419464111;17.0;29.0
27;9;1;11;19.8571428571;0;8;0.625;1502000;950;14;4;0.0;43.81938171386719;17.62429786357922;15.995950698852539;6194497.5;4460.92333984375;59.253074645996094;7.095510005950928;8.0;19.0
15;16;4;24;15.8;0;4;1.0;3850000;2850;37;2;0.0;24.0;15.8;4.0;3850000.0;2850.0;37.0;2.0;15.0;0.0
5;6;1;6;9.6666666667;0;1;1.0;1714000;1225;12;1;0.0;6.0;9.6666666667;1.0;1714000.0;1225.0;12.0;1.0;5.0;0.0
27;28;4;43;17.259259259300002;0;14;0.7142857143000001;7252000;4700;62;3;0.0;43.0;17.259259259300002;14.0;7252000.0;4700.0;62.0;3.0;27.0;0.0
18;19;1;30;16.2105263158;0;8;0.625;4274000;3225;41;3;0.0;30.0;16.2105263158;8.0;4274000.0;3225.0;41.0;3.0;18.0;0.0
21;5;1;7;22.0;0;1;0.0;653000;300;5;2;0.0;38.10948371887207;16.42545795440674;4.4919257164001465;4466124.25;3150.017333984375;38.54608154296875;5.013358116149902;4.0;17.0
14;15;1;16;15.4;0;2;1.0;3894000;2775;33;2;0.0;16.0;15.4;2.0;3894000.0;2775.0;33.0;2.0;14.0;0.0
8;9;1;11;11.75;0;2;0.5;2239000;1725;21;2;0.0;11.0;11.75;2.0;2239000.0;1725.0;21.0;2.0;8.0;0.0
99;27;32;191;19.3333333333;1;17;0.5294117647;4443000;3775;51;13;0.0;454.3168029785156;20.206707797057778;51.97166442871094;23187180.0;16070.6474609375;215.58831787109375;24.45516300201416;26.0;73.0
55;12;1;42;22.1764705882;1;4;0.5;2751000;1950;22;7;1.0;153.04169464111328;19.82504466458943;25.436004638671875;14317600.0;9294.77197265625;118.49304962158203;14.653793334960938;12.0;43.0
0;1;1;1;3.0;0;0;0.0;113000;250;0;1;0.0;1.0;3.0;0.0;113000.0;250.0;0.0;1.0;0.0;0.0
25;26;1;31;17.44;0;8;0.875;7276000;4550;60;3;0.0;31.0;17.44;8.0;7276000.0;4550.0;60.0;3.0;25.0;0.0
3;4;1;4;8.0;0;0;0.0;562000;725;8;1;0.0;4.0;8.0;0.0;562000.0;725.0;8.0;1.0;3.0;0.0
11;12;1;22;15.0;0;6;0.6666666667;2452000;2450;29;2;0.0;22.0;15.0;6.0;2452000.0;2450.0;29.0;2.0;11.0;0.0
17;1;1;1;0.0;0;1;0.0;0;0;0;1;0.0;32.10948371887207;15.113801002502441;4.4919257164001465;3813124.25;2850.017333984375;33.54608154296875;4.013358116149902;0.0;17.0
0;1;1;1;3.0;0;0;0.0;113000;250;0;1;0.0;1.0;3.0;0.0;113000.0;250.0;0.0;1.0;0.0;0.0
14;5;1;5;20.6;0;3;1.0;1520000;1250;12;2;0.0;17.480295181274414;16.02833083016532;5.687302112579346;3689746.25;3177.985595703125;36.787649154663086;3.39388108253479;4.0;10.0
21;22;6;32;16.8571428571;0;10;0.7;5278000;3750;50;2;0.0;32.0;16.8571428571;10.0;5278000.0;3750.0;50.0;2.0;21.0;0.0
10;11;10;21;14.3;0;3;0.3333333333;1886000;1675;23;1;0.0;21.0;14.3;3.0;1886000.0;1675.0;23.0;1.0;10.0;0.0
17;18;3;26;16.1764705882;0;8;0.875;3490000;3225;41;3;0.0;26.0;16.1764705882;8.0;3490000.0;3225.0;41.0;3.0;17.0;0.0
2;3;1;3;5.0;0;0;0.0;495000;750;6;1;0.0;3.0;5.0;0.0;495000.0;750.0;6.0;1.0;2.0;0.0
49;18;2;54;21.6470588235;0;18;0.2777777778;2918000;2350;33;9;0.0;143.22025299072266;19.10219776386097;37.978797912597656;11350304.0;7855.41015625;104.5926513671875;17.151451110839844;17.0;32.0
25;26;4;53;16.96;0;11;0.6363636364;6314000;4400;59;4;0.0;53.0;16.96;11.0;6314000.0;4400.0;59.0;4.0;25.0;0.0
37;1;2;2;0.0;0;1;0.0;0;0;0;1;0.0;108.68059539794922;17.507312774658203;17.932405471801758;8797562.0;5809.44970703125;75.3621597290039;10.686471939086914;0.0;37.0
44;45;1;98;19.0454545455;0;31;0.5806451613;10107000;7000;95;6;0.0;98.0;19.0454545455;31.0;10107000.0;7000.0;95.0;6.0;44.0;0.0
3;4;1;4;7.75;0;0;0.0;672000;900;8;1;0.0;4.0;7.75;0.0;672000.0;900.0;8.0;1.0;3.0;0.0
33;34;1;45;17.6666666667;0;16;0.75;9589000;5975;80;2;0.0;45.0;17.6666666667;16.0;9589000.0;5975.0;80.0;2.0;33.0;0.0
15;16;3;20;14.1875;0;5;0.8;4143000;2875;37;1;0.0;20.0;14.1875;5.0;4143000.0;2875.0;37.0;1.0;15.0;0.0
21;22;4;32;17.0;0;7;0.8571428570999999;4221000;3300;44;2;0.0;32.0;17.0;7.0;4221000.0;3300.0;44.0;2.0;21.0;0.0
4;4;1;6;8.3333333333;1;0;0.0;1192000;1000;12;1;1.0;6.0;8.3333333333;0.0;1192000.0;1000.0;12.0;1.0;4.0;0.0
108;2;8;10;25.0;1;3;0.3333333333;563000;100;3;2;0.0;340.1444091796875;20.425991305598505;61.538475036621094;27349778.0;18574.845703125;219.2481231689453;14.20686149597168;1.0;107.0
15;16;1;19;14.6;0;3;1.0;3721000;2850;38;2;0.0;19.0;14.6;3.0;3721000.0;2850.0;38.0;2.0;15.0;0.0
11;12;1;12;14.833333333299999;1;1;1.0;3241000;2225;32;1;0.0;12.0;14.833333333299999;1.0;3241000.0;2225.0;32.0;1.0;11.0;0.0
21;4;9;13;19.6666666667;0;0;0.0;415000;150;3;1;0.0;59.437232971191406;16.535672142396873;4.657585144042969;4422487.75;2914.392578125;35.15660858154297;5.714741230010986;3.0;18.0
58;39;35;166;22.2105263158;0;29;0.48275862070000003;7223000;5775;78;9;0.0;239.1939468383789;20.332801818854552;38.14713191986084;12477590.0;9461.089599609375;126.40517044067383;15.87675428390503;38.0;20.0
2;3;1;3;7.666666666699999;0;0;0.0;358000;650;5;1;0.0;3.0;7.666666666699999;0.0;358000.0;650.0;5.0;1.0;2.0;0.0
37;38;1;49;18.1891891892;0;15;0.8666666667;9812000;6325;86;2;0.0;49.0;18.1891891892;15.0;9812000.0;6325.0;86.0;2.0;37.0;0.0
0;1;1;1;3.0;0;0;0.0;113000;250;0;1;0.0;1.0;3.0;0.0;113000.0;250.0;0.0;1.0;0.0;0.0
12;13;1;15;15.6923076923;0;5;0.8;2986000;2350;29;2;0.0;15.0;15.6923076923;5.0;2986000.0;2350.0;29.0;2.0;12.0;0.0
28;7;1;10;13.857142857100001;1;3;0.6666666667;2423000;325;12;3;0.0;53.64445877075195;15.859011669539006;10.310472011566162;8904549.0;4417.32763671875;65.13372802734375;6.477850675582886;6.0;22.0
6;7;1;7;12.166666666700001;0;3;0.6666666667;1377000;1400;17;1;0.0;7.0;12.166666666700001;3.0;1377000.0;1400.0;17.0;1.0;6.0;0.0
2;3;1;3;6.0;0;0;0.0;450000;750;6;1;0.0;3.0;6.0;0.0;450000.0;750.0;6.0;1.0;2.0;0.0
54;3;1;8;23.0;0;3;0.6666666667;379000;225;3;2;0.0;129.4256134033203;19.514587543628835;23.507936477661133;13405792.0;8977.3125;118.49545288085938;9.856452465057373;2.0;52.0
3;4;1;4;7.5;0;0;0.0;567000;900;9;1;0.0;4.0;7.5;0.0;567000.0;900.0;9.0;1.0;3.0;0.0
2;3;1;3;3.6666666667000003;0;0;0.0;374000;750;6;1;0.0;3.0;3.6666666667000003;0.0;374000.0;750.0;6.0;1.0;2.0;0.0
39;16;1;19;19.2307692308;1;3;0.6666666667;3397000;1300;32;2;0.0;63.287254333496094;17.622404200097357;13.424489974975586;10627716.0;5804.18603515625;89.61737442016602;5.902384042739868;15.0;24.0
9;10;1;10;13.5555555556;0;2;1.0;2496000;1850;23;1;0.0;10.0;13.5555555556;2.0;2496000.0;1850.0;23.0;1.0;9.0;0.0
21;22;5;43;17.1904761905;0;5;0.8;5226000;3475;47;3;0.0;43.0;17.1904761905;5.0;5226000.0;3475.0;47.0;3.0;21.0;0.0
7;5;1;5;14.8;0;1;1.0;1184000;900;8;1;0.0;9.924282550811768;12.367214638846262;1.641516625881195;2175739.9375;1965.3134765625;18.650002479553223;2.0909910202026367;4.0;3.0
1;2;1;2;5.0;0;0;0.0;288000;500;3;1;0.0;2.0;5.0;0.0;288000.0;500.0;3.0;1.0;1.0;0.0
5;6;1;6;8.6;0;2;0.5;866000;1150;14;1;0.0;6.0;8.6;2.0;866000.0;1150.0;14.0;1.0;5.0;0.0
60;15;7;57;22.0714285714;0;8;0.875;2433000;2150;30;7;0.0;143.16481018066406;19.672069422397307;22.12936496734619;14616108.0;10183.73681640625;135.88953399658203;12.640159606933594;14.0;46.0
21;15;38;70;19.8571428571;1;8;0.375;3291000;1925;27;5;0.0;122.94919204711914;17.656980786976174;18.382697105407715;6186087.75;4018.849853515625;56.03204917907715;9.923251628875732;14.0;7.0
2;3;1;6;4.5;1;0;0.0;250000;325;4;1;0.0;6.0;4.5;0.0;250000.0;325.0;4.0;1.0;2.0;0.0
1;2;1;2;5.0;0;0;0.0;276000;500;3;1;0.0;2.0;5.0;0.0;276000.0;500.0;3.0;1.0;1.0;0.0
11;12;1;19;13.5;1;2;1.0;3014000;2300;29;3;0.0;19.0;13.5;2.0;3014000.0;2300.0;29.0;3.0;11.0;0.0
29;30;2;53;17.1034482759;0;11;0.7272727273;8076000;5550;71;3;0.0;53.0;17.1034482759;11.0;8076000.0;5550.0;71.0;3.0;29.0;0.0
29;10;2;16;20.888888888900002;0;5;0.8;2515000;1350;18;3;0.0;47.314178466796875;18.086099558866596;10.592980861663818;7453594.5;4929.853515625;64.69963836669922;5.674689769744873;9.0;20.0
58;15;3;91;20.3529411765;1;1;0.0;2721000;2050;28;12;0.0;231.55638122558594;18.104254608470907;19.6673526763916;13282620.0;8843.3623046875;116.2693862915039;21.644975662231445;14.0;44.0
4;5;1;6;9.4;0;1;1.0;1429000;1250;12;1;0.0;6.0;9.4;1.0;1429000.0;1250.0;12.0;1.0;4.0;0.0
6;6;13;21;10.2727272727;1;1;1.0;3007000;1400;17;2;1.0;21.0;10.2727272727;1.0;3007000.0;1400.0;17.0;2.0;6.0;0.0
15;16;2;26;16.0625;0;8;0.75;4194000;2750;35;2;0.0;26.0;16.0625;8.0;4194000.0;2750.0;35.0;2.0;15.0;0.0
15;16;1;17;15.3125;0;9;0.8888888889;4122000;3200;40;2;0.0;17.0;15.3125;9.0;4122000.0;3200.0;40.0;2.0;15.0;0.0
4;5;1;6;10.25;1;1;0.0;860000;1000;12;1;0.0;6.0;10.25;1.0;860000.0;1000.0;12.0;1.0;4.0;0.0
17;2;1;2;28.5;0;1;1.0;397000;400;3;1;0.0;24.65165138244629;16.20666234633502;5.055013179779053;4505713.75;3433.108642578125;41.547611236572266;3.053919792175293;1.0;16.0
1;2;1;2;5.5;0;0;0.0;357000;500;3;1;0.0;2.0;5.5;0.0;357000.0;500.0;3.0;1.0;1.0;0.0
12;13;1;20;15.2307692308;0;4;1.0;3253000;2625;32;2;0.0;20.0;15.2307692308;4.0;3253000.0;2625.0;32.0;2.0;12.0;0.0
4;5;1;5;8.4;0;1;1.0;1400000;1150;11;1;0.0;5.0;8.4;1.0;1400000.0;1150.0;11.0;1.0;4.0;0.0
47;48;2;121;18.8723404255;0;31;0.5806451613;11318000;7575;101;7;0.0;121.0;18.8723404255;31.0;11318000.0;7575.0;101.0;7.0;47.0;0.0
7;8;1;8;13.5;0;2;1.0;1511000;1700;19;1;0.0;8.0;13.5;2.0;1511000.0;1700.0;19.0;1.0;7.0;0.0
26;19;1;31;19.421052631600002;0;7;1.0;4447000;2950;38;3;0.0;40.083513259887695;17.735440412528217;9.493643283843994;6389961.25;4750.83837890625;58.024850845336914;4.2424187660217285;18.0;8.0
9;10;2;11;15.5555555556;0;3;1.0;1856000;2075;25;1;0.0;11.0;15.5555555556;3.0;1856000.0;2075.0;25.0;1.0;9.0;0.0
79;80;62;218;20.2222222222;1;42;0.5714285714;20602000;13000;176;10;0.0;218.0;20.2222222222;42.0;20602000.0;13000.0;176.0;10.0;79.0;0.0
0;1;1;1;3.0;0;0;0.0;125000;250;0;1;0.0;1.0;3.0;0.0;125000.0;250.0;0.0;1.0;0.0;0.0
73;39;5;130;22.7435897436;1;23;0.3043478261;9726000;6400;84;10;0.0;239.52960968017578;20.637176718012068;45.117733001708984;19311678.0;12527.486328125;163.47064971923828;17.882970809936523;38.0;35.0
13;14;3;20;13.2666666667;1;5;0.6;3478000;2375;32;1;0.0;20.0;13.2666666667;5.0;3478000.0;2375.0;32.0;1.0;13.0;0.0
21;22;20;58;17.0;1;10;0.6;6695000;4225;55;3;0.0;58.0;17.0;10.0;6695000.0;4225.0;55.0;3.0;21.0;0.0
5;6;1;6;9.2;0;1;1.0;1052000;1250;15;1;0.0;6.0;9.2;1.0;1052000.0;1250.0;15.0;1.0;5.0;0.0
21;22;6;43;16.571428571400002;0;11;0.8181818181999999;4870000;3550;48;3;0.0;43.0;16.571428571400002;11.0;4870000.0;3550.0;48.0;3.0;21.0;0.0
48;49;4;110;19.3333333333;0;18;0.7222222222;12427000;7950;105;6;0.0;110.0;19.3333333333;18.0;12427000.0;7950.0;105.0;6.0;48.0;0.0
18;10;7;30;20.0;0;3;0.0;1885000;1450;21;3;0.0;50.634239196777344;16.744203090667725;4.188037991523743;3886341.25;3121.74658203125;38.013235092163086;5.617344379425049;9.0;9.0
22;15;1;22;20.4;0;8;0.625;2997000;1925;26;4;0.0;32.908809661865234;17.974015391956673;14.014230251312256;4842996.0;3717.4366455078125;46.689212799072266;5.565160870552063;14.0;8.0
33;34;2;68;17.303030303;0;18;0.7222222222;9617000;6250;84;3;0.0;68.0;17.303030303;18.0;9617000.0;6250.0;84.0;3.0;33.0;0.0
10;11;1;12;15.5;0;6;1.0;1873000;1700;24;2;0.0;12.0;15.5;6.0;1873000.0;1700.0;24.0;2.0;10.0;0.0
33;1;1;1;0.0;0;1;0.0;0;0;0;1;0.0;91.09831237792969;16.380817413330078;14.383028030395508;7879283.5;4984.400390625;65.13771057128906;9.192830085754395;0.0;33.0
1;2;1;2;7.5;0;0;0.0;319000;500;3;1;0.0;2.0;7.5;0.0;319000.0;500.0;3.0;1.0;1.0;0.0
58;12;1;19;21.1818181818;1;3;1.0;1967000;1250;21;2;0.0;99.3447494506836;19.159118290601768;15.919306755065918;14898412.0;9543.3125;122.96114349365234;6.957377910614014;11.0;47.0
15;16;6;27;15.4375;1;6;0.6666666667;2994000;2650;35;2;0.0;27.0;15.4375;6.0;2994000.0;2650.0;35.0;2.0;15.0;0.0
1;2;1;2;6.0;0;0;0.0;269000;500;3;1;0.0;2.0;6.0;0.0;269000.0;500.0;3.0;1.0;1.0;0.0
5;6;1;6;10.0;0;1;1.0;1139000;1400;14;1;0.0;6.0;10.0;1.0;1139000.0;1400.0;14.0;1.0;5.0;0.0
14;15;1;16;15.142857142899999;0;4;1.0;3705000;2625;35;2;0.0;16.0;15.142857142899999;4.0;3705000.0;2625.0;35.0;2.0;14.0;0.0
2;3;1;3;4.6666666667;0;0;0.0;387000;650;6;1;0.0;3.0;4.6666666667;0.0;387000.0;650.0;6.0;1.0;2.0;0.0
13;14;6;21;16.0;0;6;0.8333333333;3281000;2525;33;3;0.0;21.0;16.0;6.0;3281000.0;2525.0;33.0;3.0;13.0;0.0
9;10;4;14;14.8888888889;0;3;1.0;1913000;1500;19;1;0.0;14.0;14.8888888889;3.0;1913000.0;1500.0;19.0;1.0;9.0;0.0
105;40;3;131;21.7692307692;0;12;0.5;8380000;6950;92;11;0.0;335.4928894042969;20.65082942416547;38.395225524902344;25507466.0;17886.9072265625;233.55787658691406;19.942389488220215;39.0;66.0
14;15;2;24;15.0714285714;0;4;0.75;3204000;2775;35;1;0.0;24.0;15.0714285714;4.0;3204000.0;2775.0;35.0;1.0;14.0;0.0
5;6;4;9;10.0;0;1;1.0;1141000;1500;15;1;0.0;9.0;10.0;1.0;1141000.0;1500.0;15.0;1.0;5.0;0.0
7;4;1;4;18.25;0;2;1.0;710000;550;5;3;0.0;9.403201580047607;13.149953024727958;3.012631416320801;1827540.25;1689.545166015625;16.51194477081299;4.09722626209259;3.0;4.0
1;2;1;2;5.5;0;0;0.0;307000;500;3;1;0.0;2.0;5.5;0.0;307000.0;500.0;3.0;1.0;1.0;0.0
5;6;1;6;11.166666666700001;0;1;1.0;1308000;1300;14;1;0.0;6.0;11.166666666700001;1.0;1308000.0;1300.0;14.0;1.0;5.0;0.0
7;8;1;8;13.125;0;4;1.0;1518000;1525;16;1;0.0;8.0;13.125;4.0;1518000.0;1525.0;16.0;1.0;7.0;0.0
15;16;5;21;15.666666666700001;0;5;0.8;3972000;3225;42;1;0.0;21.0;15.666666666700001;5.0;3972000.0;3225.0;42.0;1.0;15.0;0.0
15;16;8;27;15.75;1;8;0.5;4017000;2850;38;2;0.0;27.0;15.75;8.0;4017000.0;2850.0;38.0;2.0;15.0;0.0
25;26;2;30;17.0;0;9;0.8888888889;5766000;4450;59;4;0.0;30.0;17.0;9.0;5766000.0;4450.0;59.0;4.0;25.0;0.0
3;4;1;4;7.75;0;0;0.0;597000;800;8;1;0.0;4.0;7.75;0.0;597000.0;800.0;8.0;1.0;3.0;0.0
5;6;1;7;11.2857142857;1;1;1.0;1735000;1300;14;1;0.0;7.0;11.2857142857;1.0;1735000.0;1300.0;14.0;1.0;5.0;0.0
10;11;1;11;14.2727272727;0;3;1.0;2480000;2300;28;1;0.0;11.0;14.2727272727;3.0;2480000.0;2300.0;28.0;1.0;10.0;0.0
42;43;17;117;19.2790697674;1;28;0.5;11512000;7100;93;8;0.0;117.0;19.2790697674;28.0;11512000.0;7100.0;93.0;8.0;42.0;0.0
5;6;1;6;9.8333333333;0;1;1.0;1675000;1300;14;1;0.0;6.0;9.8333333333;1.0;1675000.0;1300.0;14.0;1.0;5.0;0.0
13;14;10;30;15.538461538499998;0;7;0.42857142859999997;3087000;2625;33;2;0.0;30.0;15.538461538499998;7.0;3087000.0;2625.0;33.0;2.0;13.0;0.0
6;7;1;7;12.2857142857;0;2;1.0;1286000;1450;16;1;0.0;7.0;12.2857142857;2.0;1286000.0;1450.0;16.0;1.0;6.0;0.0
18;19;1;59;16.4736842105;0;6;0.5;4188000;3525;44;5;0.0;59.0;16.4736842105;6.0;4188000.0;3525.0;44.0;5.0;18.0;0.0
2;3;1;3;5.666666666699999;0;0;0.0;399000;750;6;1;0.0;3.0;5.666666666699999;0.0;399000.0;750.0;6.0;1.0;2.0;0.0
1;2;1;2;4.0;0;0;0.0;219000;325;3;1;0.0;2.0;4.0;0.0;219000.0;325.0;3.0;1.0;1.0;0.0
20;21;1;36;16.428571428599998;0;3;0.6666666667;4500000;3275;42;6;0.0;36.0;16.428571428599998;3.0;4500000.0;3275.0;42.0;6.0;20.0;0.0
57;58;1;123;19.4769230769;1;15;0.9333333333;15256000;10250;133;4;0.0;123.0;19.4769230769;15.0;15256000.0;10250.0;133.0;4.0;57.0;0.0
0;1;1;1;3.0;0;0;0.0;113000;250;0;1;0.0;1.0;3.0;0.0;113000.0;250.0;0.0;1.0;0.0;0.0
6;7;1;7;11.7142857143;0;2;1.0;1159000;1275;15;1;0.0;7.0;11.7142857143;2.0;1159000.0;1275.0;15.0;1.0;6.0;0.0
25;26;4;52;17.28;0;15;0.7333333333;6441000;4275;56;4;0.0;52.0;17.28;15.0;6441000.0;4275.0;56.0;4.0;25.0;0.0
1;2;1;2;4.5;0;0;0.0;294000;500;3;1;0.0;2.0;4.5;0.0;294000.0;500.0;3.0;1.0;1.0;0.0
25;26;10;56;17.3846153846;1;12;0.4166666667;8794000;4850;61;5;0.0;56.0;17.3846153846;12.0;8794000.0;4850.0;61.0;5.0;25.0;0.0
24;25;1;32;17.48;0;11;0.8181818181999999;5785000;4175;52;4;0.0;32.0;17.48;11.0;5785000.0;4175.0;52.0;4.0;24.0;0.0
27;22;1;34;18.6153846154;1;13;0.9230769231;8550000;3700;53;3;0.0;46.001614570617676;17.10470928291148;19.66179132461548;11348594.0;5524.2982177734375;75.72691917419434;4.619737029075623;21.0;6.0
65;8;17;36;22.4285714286;0;5;0.8;2255000;1300;18;4;0.0;169.39100646972656;20.023574653041692;24.288484573364258;16229894.0;10894.8974609375;145.11785888671875;11.907658100128174;7.0;58.0
27;3;1;3;20.0;1;2;0.5;335000;250;4;1;0.0;57.06349182128906;17.03762972796405;14.151167869567871;7561874.5;4735.79736328125;60.793514251708984;5.637636661529541;2.0;25.0
4;5;1;5;10.6;0;1;1.0;833000;1050;11;2;0.0;5.0;10.6;1.0;833000.0;1050.0;11.0;2.0;4.0;0.0
50;51;20;101;19.3;0;18;0.8333333333;13286000;8250;109;3;0.0;101.0;19.3;18.0;13286000.0;8250.0;109.0;3.0;50.0;0.0
50;12;8;56;21.1818181818;0;6;1.0;1928000;1600;20;6;0.0;123.29322052001953;19.38675045013028;17.733354568481445;13254590.0;8563.39599609375;105.2386703491211;10.340120315551758;11.0;39.0
41;9;2;18;24.444444444400002;0;5;0.6;2429000;1500;18;3;0.0;81.85599517822266;19.116943411055995;20.881866455078125;11035890.0;7126.0654296875;93.47087097167969;8.04112958908081;8.0;33.0
13;14;2;18;15.3846153846;0;5;0.6;3953000;2525;32;3;0.0;18.0;15.3846153846;5.0;3953000.0;2525.0;32.0;3.0;13.0;0.0
0;1;1;1;3.0;0;0;0.0;163000;250;0;1;0.0;1.0;3.0;0.0;163000.0;250.0;0.0;1.0;0.0;0.0
8;9;1;14;16.3333333333;1;4;1.0;3585000;1725;23;1;0.0;14.0;16.3333333333;4.0;3585000.0;1725.0;23.0;1.0;8.0;0.0
34;1;5;5;0.0;0;2;0.0;0;0;0;1;0.0;102.66497802734375;16.943378448486328;17.1732177734375;7835474.5;5289.86865234375;66.73731994628906;9.698071479797363;0.0;34.0
5;6;1;7;9.3333333333;0;2;1.0;1698000;1400;14;1;0.0;7.0;9.3333333333;2.0;1698000.0;1400.0;14.0;1.0;5.0;0.0
0;1;1;1;3.0;0;0;0.0;150000;250;0;1;0.0;1.0;3.0;0.0;150000.0;250.0;0.0;1.0;0.0;0.0
21;22;1;34;17.7142857143;0;5;0.6;3845000;2675;38;2;0.0;34.0;17.7142857143;5.0;3845000.0;2675.0;38.0;2.0;21.0;0.0
14;15;1;19;15.642857142899999;0;3;1.0;3714000;2750;37;2;0.0;19.0;15.642857142899999;3.0;3714000.0;2750.0;37.0;2.0;14.0;0.0
3;4;1;4;7.75;0;0;0.0;866000;1000;9;1;0.0;4.0;7.75;0.0;866000.0;1000.0;9.0;1.0;3.0;0.0
39;9;7;27;24.0;0;11;0.5454545454999999;2206000;1200;18;4;0.0;92.69200134277344;19.122459215995594;26.2017879486084;10337132.5;6725.45703125;89.8166275024414;9.430217266082764;8.0;31.0
1;2;2;4;3.0;1;0;0.0;113000;250;3;1;0.0;4.0;3.0;0.0;113000.0;250.0;3.0;1.0;1.0;0.0
1;2;1;2;5.0;0;0;0.0;300000;500;3;1;0.0;2.0;5.0;0.0;300000.0;500.0;3.0;1.0;1.0;0.0
13;14;1;16;16.0769230769;0;3;1.0;3520000;2550;32;1;0.0;16.0;16.0769230769;3.0;3520000.0;2550.0;32.0;1.0;13.0;0.0
5;5;1;6;13.2;0;1;0.0;1591000;1150;11;1;1.0;6.0;13.2;1.0;1591000.0;1150.0;11.0;1.0;5.0;0.0
5;6;1;6;9.0;0;1;1.0;1163000;1125;12;1;0.0;6.0;9.0;1.0;1163000.0;1125.0;12.0;1.0;5.0;0.0
4;5;1;5;9.6;0;1;1.0;1426000;1250;12;1;0.0;5.0;9.6;1.0;1426000.0;1250.0;12.0;1.0;4.0;0.0
15;16;2;20;15.666666666700001;0;3;1.0;4346000;3200;40;2;0.0;20.0;15.666666666700001;3.0;4346000.0;3200.0;40.0;2.0;15.0;0.0
42;43;3;83;19.7441860465;1;28;0.5714285714;10957000;7200;94;6;0.0;83.0;19.7441860465;28.0;10957000.0;7200.0;94.0;6.0;42.0;0.0
